comment_id,video_title,author,comment,date,sentiment
UgziCq_91-QHRLh6EC14AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,The end,i wa born right after this movie totally wish i could have experienced the hype and watched this in theater i started the prequels with this still when i wa around or and it wa incredible i vividly remember watching darth maul cut in half and being in utter shock staring at the tv star war these day for me is just pure nostalgia and i watch once in a while just to feel good i wa lucky enough to see revenge of the sith in theater even though tpm isnt the best received by fan if you get into legend and read about plagueis and different event around leading up and into the prequels it make the movie x more interesting if youre a fan of the phantom menace go read the darth plagueis novel asap it make tpm a monumental movie and make you realize whats truly going on,2022-11-20,positive
UgzGk_b8bWofOVv3iYd4AaABAg,Obi-Wan Kenobi | Official Trailer | Disney+,Abum Zbum,the only thing i would have changed is the black woman villain that character wa horribbblllleeeeee,2022-09-28,negative
UgytjwKwJ9mY1llSY3F4AaABAg,Ahsoka | Teaser Trailer | Disney+,Alexander Forbes,i enjoyed watching ahsoka grow and mature a a character over the year i think she wa in a really good place by the end of the clone war in term of character realization however i think they took it a bit too far she's become too much like the republic era jedi that she saw the flaw in and left too dispassionate too aloof i'm not really interested in ahsoka if she's got ice water in her vein honestly i think the full realization of the character would have been more like kanan a spouse a parent and a jedi knight show that it's possible to be a jedi and still be a person fundamentally i think that's the take away from anakin's story if he hadn't been stifled by the jedi's dogmatic way he could have been an incredible force for good but instead he had to live in secret and a a result had no support system when he wa in crisis he took the only hand extended to him palpatine's and the galaxy suffered it's also the cause for most jedi that go dark you can live a disciplined and principled life and still let yourself feel thing and form attachment,2023-04-22,positive
Ugz6uQzD7FzdNYMTBgl4AaABAg,Star Wars: The Force Awakens Trailer (Official),Sonic the I don’t know,woah thats awesome dude i sure hope nobody will somehow return in the future,2023-03-15,positive
UgwKy06v8GZ2acPNM214AaABAg,Star Wars: The Force Awakens Trailer (Official),A Muktadir,mira people make that new spaceship of limituse a-() yearsp-and zods sir plane,2023-03-22,neutral
UgxWiZV924Otpc2ZMYh4AaABAg,Andor | Official Trailer | Disney+,Strider,from the creator of rogue one well that make sense whoever is the team behind these need to do more,2023-01-29,positive
UgxDWTUvBDsttLpvjyp4AaABAg,Star Wars Eclipse – Official Cinematic Reveal Trailer,Rice V,i don't get it who the f is that where the f is this and what the f is this even about,2023-04-17,neutral
Ugz370xfPqLH0tQxZ8d4AaABAg,Star Wars Eclipse – Official Cinematic Reveal Trailer,Carl Thomas,cinematic is an understatement this trailer open up all sort of possibility of star war lore that can be explored disneytake note,2023-04-20,negative
UgyZJ3nxSI3Bj9moyGx4AaABAg,Andor | Official Trailer | Disney+,Ic'eom'Istar,this show wa very good i think they should make more show in this era,2023-03-01,positive
Ugz3FQqk9rvMLxaYCip4AaABAg,Star Wars: The Rise of Skywalker | Final Trailer,treeckoarsenel,year later the taking one last look sir at my friend still get me,2023-02-25,positive
UgzPryR9As-U8jamqLN4AaABAg,Ahsoka | Teaser Trailer | Disney+,Cane607,ahsoka ha really changed in nature of her personality from clone war she more more world weary and melancholy but it all make sense story wise,2023-04-23,positive
Ugwpi6pok-YCUND5HxV4AaABAg,Andor | Official Trailer | Disney+,lentokone toveriturbiini,i would love to see the rebel being a borderline terrorist organization more than the army of good people that we have seen it to be since the first movie i hope that disney would let the star war be more than a pg- universe,2022-09-25,negative
UgzXFNsKFakDwkdkaqx4AaABAg,Andor | Official Trailer | Disney+,Pablo's waste-ground,am i only the one to spot a deleted scene where the partisan were aiming at luthen in segra milo,2023-01-26,neutral
UgxiH6U5XEFWKgxlBq94AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,The Servants of the Soul,my band and i band produced a star war punk song in chicago that is a spin on the empire strike back please click on our sleeping tiger icon to give it a listen it's called lightsaber language,2022-05-23,negative
UgwQsP8qFdyeOK-7kCB4AaABAg,Star Wars Episode III: Revenge of the Sith - Trailer,squash,i wish i wa alive to see these movie when they first came out only star war movie ive seen in theater are the sequel :(,2023-04-21,negative
Ugwkr3TgjWysKpRBGi94AaABAg,Ahsoka | Teaser Trailer | Disney+,Supercrafter,i wonder if ezra's new saber will be purple that would be cool :d,2023-04-21,positive
Ugw4dNdpXkBp-tRQ6Eh4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,Adam,i wa when this came out and i will only ever have love for this film and the following two prequels,2022-09-03,positive
Ugz_uCNZLJNh6_qcQ2N4AaABAg,Star Wars: The Rise of Skywalker | Final Trailer,Justin Casar,the problem with star war is the bad guy have enough money to shot a planet but they dont have enough money to train stormtroopers who actually know how to aim their weapon at the target,2023-01-01,negative
Ugz-u73nCwh2N12pE0B4AaABAg,Ahsoka | Teaser Trailer | Disney+,Omni Riven,this look very good but so did the sequel trilogy trailer :' -),2023-04-26,positive
UgwipUg9UdVDmgI1X-V4AaABAg,Andor | Official Trailer | Disney+,Mai Nem,a terrible trailer (actually it's very good) because the show is incredible most trailer show you all of the good bit trying to convince you that the whole show is like that for this one the whole show is like that my new star war rankings: andor (a shocking achievement for a franchise that wa descending into bad spin-offs) a new hope rogue one the empire strike back the force awakens return of the jedi solo revenge of the sith attack of the clone the last jedi rise of skywalker the phantom menace caravan of courage i haven't watched anything else nor will i because this is the only star war i want to watch from now on proper star war the real star war,2023-02-03,negative
UgwXZUmSbU8c1KZbTGN4AaABAg,Rogue One: A Star Wars Story Trailer (Official),Corey Caudle,never knew how similar halloween and the imperial march sounded when the march is slowed down,2023-04-06,neutral
UgzkAlwzzq4mZSX-2R94AaABAg,The Book of Boba Fett | Official Trailer | Disney+,r2b2,this series is good example of how bad casting ruin everything especially if it the lead role,2022-06-12,negative
UgwafsVYlcYYYojBUjt4AaABAg,Andor | Official Trailer | Disney+,Poop E.pants,let hope this isn't woke disney throwing another star war dud,2022-09-24,negative
UgwWdJnJ-vO8AslaYYJ4AaABAg,The Book of Boba Fett | Official Trailer | Disney+,J Columbus,this comment section make me tear up showing that so many fan looked forward to this show (including me) and had so good expectation not knowing it will be one of the most disappointing thing ever created since the sequel,2022-06-13,positive
Ugx1S0KZzOkZaXdQyYF4AaABAg,Star Wars Eclipse – Official Cinematic Reveal Trailer,whenisgamora,great to see new starwars videogame content i have loved playing detroit become human by quantic dream so pi dont expect this to disappiont,2023-04-23,positive
UgxyF918UuF7BPmB_ml4AaABAg,Star Wars: The Force Awakens Trailer (Official),Big H,i keep coming back to this every few month just to reminisce,2023-03-26,neutral
Ugzc4TBTmJDpacyJXkx4AaABAg,Star Wars Episode III: Revenge of the Sith - Trailer,Elijah Cooper,this should be renamed revenge of the sith in and a half minute,2023-04-12,negative
UgwDRgj5L1VYYSfvCdh4AaABAg,Star Wars Episode III: Revenge of the Sith - Trailer,bob jason,they coulda made the last second be the whole trailer and everyone woulda been satisfied but instead they did a summary of the movie lol,2023-03-26,positive
UgxMdmsN9oA637CrSiF4AaABAg,The Book of Boba Fett | Official Trailer | Disney+,Buzzbuzzz2000,ill admit this may have not been the best star war show but still underrated,2022-05-19,negative
UgzhoH-YeW1aV8Oc4Gl4AaABAg,Andor | Official Trailer | Disney+,TheSheep79,good show just one question ak really a long time ago in a galaxy far far away mikhail timofeyevich kalashnikov time traveller and arm dealer well thats a story for another time ;),2023-02-18,positive
UgxKcQInwwA5_4FlpFZ4AaABAg,Andor | Official Trailer | Disney+,Mark Gurney,i pray and deeply hope they whom ever release this on dvd i pray to the god for if streamed only we on pension and in the country can not stream we do not have internet understand this for whom ever bos company's high ups we can not get internet you will make more money by releasing this extremely important part of thee star war so please give u a releasing date is that so hard but please release this on dvd please you will huge profit make more money by doing so so i beg you of you out there in the star war clubsfans fanatic please let's gaver across and get these rich rich people something to releasing a e this thank you oh please,2023-01-21,positive
UgxEAk2TIPGheOQvhPZ4AaABAg,Obi-Wan Kenobi | Official Trailer | Disney+,Nizzon,i cant stand the shaky-cam effect they use all the time make me seasick and cant focus how did this pas quality-control,2022-10-09,neutral
UgxAK-ykh9fDFrzpHZ54AaABAg,Star Wars: The Force Awakens Trailer (Official),The Unpredictable,this trailer prof no one wa mad at the fact a chick wa the lead it how the overall trilogy turned out,2023-04-24,negative
Ugzifj7XGHVvPUA8Fw94AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,Average internet User,i'm rewatching for the great memory it gave to me and my friend,2022-11-22,positive
Ugz3d4TaMBe8EdTmybl4AaABAg,Obi-Wan Kenobi | Official Trailer | Disney+,CyberPrimeGamer,i watched the series and i loved it and i like when darth vader fought obi wan and his face got revealed,2022-11-26,positive
UgyMKrR6xKqP0rKepGh4AaABAg,Star Wars: The Rise of Skywalker | Final Trailer,Primal Elf1521,it could have been a brilliant finale but they ended up screwing it up,2023-04-25,neutral
Ugy6NlB5_cE61TCO1qx4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,zufgh,people often forget that the initial response to this film wa very positive from both fan and critic online and then for some reason about a year later or thereabouts people just kind of soured on it pretty fast me personally i've always loved it my favourite of the prequels,2022-12-21,positive
UgyhsqTaUDa40xjCZcB4AaABAg,Ahsoka | Teaser Trailer | Disney+,عمر فايد - Omer Faied,why pharos are black i think if disney/netflix made a movie about churchul they would use whoopi goldberg woke,2023-04-26,neutral
UgzUyBoZjsUW3pVFoqB4AaABAg,The Book of Boba Fett | Official Trailer | Disney+,gattona77o,what a waste of a character what a disappointment what a show of sheer incompetence you disney whistle should be ashamed of yourselves,2022-12-16,negative
UgyfNNrpskpfc8ZvBpF4AaABAg,Star Wars: The Force Awakens Trailer (Official),Just Laf,anyone still watching this in and think of the missed potential cause same,2023-04-10,negative
UgzvVn58tz5-avbqh-14AaABAg,Star Wars: The Rise of Skywalker | Final Trailer,mbawkher,the trailer wa better than the movie and yes the music is epic,2023-04-09,positive
UgzhrNrF7clYUq7jBRh4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,ethan orange,an internet wit writes: i wa just wondering given the how commonly remarked upon that slave master father child on female slave it is very possible that that flying elephant creature wa anikan's father,2023-02-06,neutral
Ugzih1ZWCd7ZBko2zTt4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,Jonathan Morales,year ago today this gem of a trailer wa released it wa such a sublime and unforgettable moment all those year have passed and it still move me so much every time i look at it personally it is my favorite trailer of all star war so far i love the trailer,2022-11-18,positive
UgySPYsFZKe12yg-di54AaABAg,Star Wars: The Rise of Skywalker | Final Trailer,Jo Whittaker,even though i didn't like the movie this trailer still go hard the music get me emotional every time,2023-01-10,negative
Ugw5bROaXB-McQtt70p4AaABAg,Rogue One: A Star Wars Story Trailer (Official),David Kane,shame many of these scene werent in the movie i liked rogue one wouldve made it a lot better though,2022-12-31,positive
UgxHIbl4JxOEYE2Q0RR4AaABAg,Star Wars: The Force Awakens Trailer (Official),Galactic Eternal Hyena,the force awakens: i'm the highest-grossing star war movie ever the star war movie with grogu and the mandalorians: my blue milk you will hold,2023-04-27,negative
Ugz2MFQ53aeDBlfvOMJ4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,Old Ben,god this movie is legendaryi wa too young to see the original or even this in theater but seeing young anakin knowing he would become vader is crazy,2022-06-02,negative
UgxBXaA-5xD7srabvv54AaABAg,Andor | Official Trailer | Disney+,Adrian Spencer,if you're looking for a fast paced action packed series then this isn't it gave up after seven episode paint drying is more exciting to watch,2023-01-02,positive
Ugy3ZKL8-3iUFOlrXK14AaABAg,Rogue One: A Star Wars Story Trailer (Official),Tarek Mallo,part of me belief that it wa a much darker more gruesome film a shown in some of the scene and the dialogue that did not make the final cut (disney pr and marketing to blame) but what we still got wa a solid action movie kudos to the production team and the director especially of the final act that keep you on the edge of your seat,2022-12-12,positive
UgzBihnlm3ZcqZ3CyrF4AaABAg,Star Wars Eclipse – Official Cinematic Reveal Trailer,logarinho,if it wa the trailer for a new movie i would be hallucinating,2023-04-24,neutral
UgyR5R6HgCQRCujGuH94AaABAg,The Book of Boba Fett | Official Trailer | Disney+,rick ferguson,if you think that wa acting from tem then you need to come to rotoruathey speak like that lmao,2023-01-14,positive
UgzP2Apa58F2W-n7A_Z4AaABAg,Star Wars Episode III: Revenge of the Sith - Trailer,Malabar,i still remember getting home from school and watching this trailer on repeat every day until release lol i wa,2022-12-29,positive
UgxboVezH7OYo5EnSCV4AaABAg,Ahsoka | Teaser Trailer | Disney+,carphalphinx,another overhyped show thats going to fail let me guess episode and of them are going to be useless filler,2023-04-22,negative
UgxUEdU_oBAkVCyrIKl4AaABAg,Andor | Official Trailer | Disney+,mr. B,why is this show sooooooo boring episode in and it just blah blah blah and before all you real fan tell me oh you just find it boring because there isnt a much lightsabers or laser blah blah blah no i find it boring because it the plot doe not move along like it should and the show is sooo low energy it insanely unnecessary they advertise it a a spy thriller but it just a bland soap opera heck a space odyssey is rewatchable compared to this,2022-10-05,negative
UgyHgg_FShtQ-2xE4VJ4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,sjdrifter72,i wa only when star war premiered in the original trilogy wa a huge part of my childhood after watching episode i at the theater i wa in shock and couldn't speak the first word i uttered were man the movie sucked little did i know that it's nothing compared to the non-canon wokefest from kathleen kennedy and the evil empire known a disney,2022-07-04,negative
UgyIo13NKK0b2dadNx54AaABAg,Andor | Official Trailer | Disney+,Noneof Yourbusiness,what an epic shitshow worst of the genre ever fire those writer,2022-10-03,negative
UgyyCJSEbvVqwPQIpzh4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,Erech,i used to ask my parent to rent episode i- iii but they didn't exist yet at that time i wanted to know who and what darth vader wa if you only knew the hype when episode i wa announced i wa about to start high school back then the full story of anakin's downfall at last wa about to be reveal after a very long time,2023-01-05,neutral
UgzyTqcuBqyzidsOzs14AaABAg,Ahsoka | Teaser Trailer | Disney+,Jesse ON FIRE,coolanother star war with all female cast i cannot believe how committed to destroying this brand they are,2023-04-22,negative
Ugwy5RylCfNB-l_RN-F4AaABAg,Star Wars Episode III: Revenge of the Sith - Trailer,Álvaro Soliz Ríos,i really miss when original star war trailer had john williams' track incorporated disney doe not do that anymore :(,2023-01-16,negative
UgyinMgLmc5i_q9Rsnl4AaABAg,Andor | Official Trailer | Disney+,SMGJohn,can you make the actor whisper more i wa still hearing their voice,2023-03-26,neutral
UgxAGlDHhaWY9CN3HJh4AaABAg,Star Wars: The Rise of Skywalker | Final Trailer,Piotr Montgomery TV,great movie if only the movie came out after ot fan die out it would be appreciated how it deserved to be and better than endgame itself,2022-12-20,positive
Ugyb5c48lmXurYGf8FB4AaABAg,Star Wars: The Rise of Skywalker | Final Trailer,Jixx the Courageless,disney doesn't know how to make a star war movie but they sure know how to make a trailer,2023-02-05,positive
UgxO9LZHDhyF6PVzrJh4AaABAg,Ahsoka | Teaser Trailer | Disney+,John Tetra,yeah i think this is going to be the best star war show to date maybe since disney took over,2023-04-22,positive
Ugzk-RgovmYjmtdZ3714AaABAg,Ahsoka | Teaser Trailer | Disney+,Urban Sidhe,i know it's not that important but i'm so glad they fixed her lekku,2023-04-24,positive
UgwRu7kNzZssWGBxlVp4AaABAg,Ahsoka | Teaser Trailer | Disney+,anon,skoll and hati will be the redeeming point of this show for me ahsokas actress is just so lifeless/soulless compared to who she wa in cws gonna be another show i have to watch to be caught up and thats pretty much all theyre making now,2023-04-24,positive
UgxO5BfcpuYv3n19X-t4AaABAg,Andor | Official Trailer | Disney+,Fouled Diver,how come there are so much fewer aliens/creatures in the new disney star war then those of the past is it expensive to produce imagination,2022-09-25,negative
Ugx6ha82_h0EY1B4YSJ4AaABAg,Star Wars Episode III: Revenge of the Sith - Trailer,Cricketer 1,the prequels were very good i wa around year old when this film came out and i remember watching it and thinking it wa amazing i think disney truly have ruined the star war franchise by ignoring george lucas and his idea,2023-04-08,neutral
UgzgT8zQeT6vvJ3CO3R4AaABAg,Obi-Wan Kenobi | Official Trailer | Disney+,abaabaaba,wa this show's script written by chatgpt i feel like if they had waited until or were out it wouldn't be so janky and weird,2023-04-12,positive
UgzRKgp-uJmKckCDAaB4AaABAg,The Book of Boba Fett | Official Trailer | Disney+,Jump with the Devil,every time i hear this guy's voice i think of his narration in star war battlefront ii he is the voice of the clone trooper so iconic,2022-11-29,negative
UgwN3lbbB6eNakeCxsp4AaABAg,Star Wars: The Force Awakens Trailer (Official),Azyne,i got into star war because of this movie and i don't even have a bias for it because of that,2023-04-11,negative
UgxdW_MiZDVJoT6wGBl4AaABAg,Andor | Official Trailer | Disney+,SP4XQS,i wa born and spent my youth in the totalitarian country of the warsaw pact you don't even know how well the creator of andor gave the spirit of a totalitarian state there is both the kgb and the gulag there is fear for loved one and exploitation of the worker beyond their strength when i watched it i felt like i wa transported not to the future but to the past you don't even know how scary life is in the evil empire i am surprised that someone in the u could understand this enslavement so well,2023-03-24,negative
UgyRYppeAgx0GSs4_S14AaABAg,Andor | Official Trailer | Disney+,Albert Wong,andor is the best new star war series i have seen it is a slow burn with amazing payoff i found the political drama part a thrilling a the action part,2023-01-16,positive
UgwhrFvwV2UuK-HZi854AaABAg,Andor | Official Trailer | Disney+,Aruelmyth,there is a familiar feeling in visual term related to star war andor the cultural theme is similar to what we have on planet earth i think i'm going to love this one,2023-01-23,positive
UgyfRk2Au_v3JVw0RjF4AaABAg,Ahsoka | Teaser Trailer | Disney+,Gabriel –,wait im confused doe this take place after mandalorian or like before andor s idk when rebel ending timeline fit into this,2023-04-24,positive
UgwVxdiFjRX-zPNkoMR4AaABAg,Andor | Official Trailer | Disney+,Nathan Coffman,first star war series with a story that doesn't just meander and shove in fan service,2023-04-08,negative
UgzUPZWtZXjJxbG3bv54AaABAg,Andor | Official Trailer | Disney+,East Atlanta,for someone who hasn't watched star war movie but seen all the series am i going to be lost with this one,2023-02-12,negative
UgyteVqCql24zt3GXTl4AaABAg,Ahsoka | Teaser Trailer | Disney+,1 Alamby,just finished rebel againthe two dark jedi have to be related to the two wolf for the portal in the world between world given their name,2023-04-24,negative
UgwoLsU1-L9qJcoyZzR4AaABAg,The Book of Boba Fett | Official Trailer | Disney+,Alex Vien,to all ya'll wondering why boba doesn't get shot in the leg or somethin' cause of his significant lack of protection let me just say a a semi-star war expert he is protected by a powerful alloy of beskar-infused plot armour there,2022-04-14,positive
UgwdvvEHfm2gVifzCsd4AaABAg,The Book of Boba Fett | Official Trailer | Disney+,TheHayabusa09,could they have chosen a worst actor than this tubby old kiwi seriously my choice would be dave bautista,2022-04-07,negative
UgywpS9ClOOsLyiyLJF4AaABAg,The Book of Boba Fett | Official Trailer | Disney+,phillydisco,doe this series end with him dying in a comical fashion and in a big burp,2022-06-12,neutral
UgwJ3g6bW8QxpUW6A8B4AaABAg,Star Wars Eclipse – Official Cinematic Reveal Trailer,Medaeus Stygius,noticed a tiny mistake in it: if the person is facing the eclipse then the eye should have a reverse reflection of it instead of left to right it should be right to left,2023-04-24,negative
Ugw7w-kG5pHXcIVfTsx4AaABAg,Andor | Official Trailer | Disney+,MilkyWay gaming lol Ye,hope when the clone scene show some small detail of them helping each other a brother not just killing rebel and not caring for each other,2023-03-15,positive
Ugx_uOJCx3evl4TrTkJ4AaABAg,Rogue One: A Star Wars Story Trailer (Official),Isaac-Edits,remember when we thought that the hooded servant wa darth maul,2023-03-05,neutral
UgwOzwIeIng7GhgIAGR4AaABAg,Star Wars Eclipse – Official Cinematic Reveal Trailer,Kristopher Villeda,please be co op please be co op please be multiplayer thats all i keep saying in the beginning lol,2023-04-16,positive
UgyOHDpd-XNCmeBL2xV4AaABAg,Star Wars Episode III: Revenge of the Sith - Trailer,Dova radmehr,search for revenge of the sith modern trailer and watch the one released couple of month ago and you will see it time better,2023-01-27,negative
UgyLxwa-hTuYnReRLJl4AaABAg,Andor | Official Trailer | Disney+,mehmet okur,if you could make a show like this why did you turn obi wan to a such a terrible disaster one of the best thing ever made about star war we needed something like this to recover after seeing something so terribly bad like obi wan,2022-12-15,negative
Ugygay4WWzCSTugH9Bx4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,LordVader89,i remember watching this in trailer in the theater when i wa year old everyone erupted into applause when anakin is introduced to obi-wan,2022-07-27,positive
UgwxSXfbVjXTIm1mItF4AaABAg,Andor | Official Trailer | Disney+,DOGE,here after the halfway point of the season it just get better every episode,2022-10-12,positive
UgznkU9JqKBlQBvJPw54AaABAg,Star Wars: The Force Awakens Trailer (Official),Cruz Valdez,coming back to this trailer break my heart man the force awakens wa genuinely a good film and you could see the potential for the trilogy disney wasted such an opportunity,2023-04-24,positive
UgzRedh-RL6HUY4waTN4AaABAg,Ahsoka | Teaser Trailer | Disney+,Nicholas Carrera,this is gonna be good although i have one question will they bring back captain rex i think it will be awesome to see a live action rex he is one of my favorite clone of all time besides that i can't wait,2023-04-25,positive
UgxsrDUha9KvXRr2XvZ4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,LoudTasTe104,i dont care the prequels have it problem but their still great,2022-06-24,positive
Ugz1yEShlC1Ri4KQlvF4AaABAg,Andor | Official Trailer | Disney+,Hadley V Sunny,just watched season eagerly waiting for season top notch series well done,2023-01-19,positive
UgxP4iIi_y1CMv4ATVh4AaABAg,The Book of Boba Fett | Official Trailer | Disney+,marcos sanchez,i like this show i dont why it get hated on this wa actually good a whole a lot better than obi-wan kenobi,2022-06-10,positive
UgyTq0J7juIWt0A4GMt4AaABAg,Obi-Wan Kenobi | Official Trailer | Disney+,Vincent Valentine,alliance theory not necessary to trade a patent during the time of alliance by theory of law of olympia color guard law code black code purple,2023-03-22,neutral
UgzzIys-KB8h4ONuNjh4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,Michael Ski,just wish they didn't include maul's double sided saber in the trailer kind of spoiled an epic moment for the theater,2023-02-05,positive
UgwDfBSayYdWj6Tz2Xh4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,Oula Hynynen,i say in the name of sw consistencythere really ought to be a re-edit of jake lloyd's scene replacing him with a digital rendering of young hayden christiansen get with it disney,2023-04-09,neutral
Ugx-cEatg7pmZ0CTL9l4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,Captain MW88,this is my favourite star war movie i dont care what people say,2022-10-26,negative
UgzX3WSqmN0Mpzo4Qyd4AaABAg,Andor | Official Trailer | Disney+,Ott One,oh i got prison stack ship that are just prison that are actually wedge anchor penetrator impact super diode detonation cell cuz it's a tesla cell and got to wear armor because it ha a plasma and i can turn on in the room so not a fair day cage nope,2022-10-11,negative
UgxmRJTGoXbS85UeeaB4AaABAg,Andor | Official Trailer | Disney+,Alok Tripathi,x better than mandalorian i would rather watch andor s repeat than the other trash disney is putting out there,2023-03-05,positive
UgxfvoFRhu-Jo_o_MxB4AaABAg,The Book of Boba Fett | Official Trailer | Disney+,Rukia Kuchiki,it wa awesome and thrilling but it only a huge disappointment if it's only one season cause if there calling it the book of boba fett they should add more season and more chapter of the adventure of bobas journey,2023-04-19,positive
UgwTUWluAwgtrn8Yhrp4AaABAg,Star Wars Eclipse – Official Cinematic Reveal Trailer,gothard5,wa that nute gunray the separatist viceroy from phantom menace,2023-04-25,negative
Ugx1UxTQH1iwRIZmpXd4AaABAg,Andor | Official Trailer | Disney+,Travis Bernhardt,whatever creative process led to this show please use it for your other show so much better finally,2022-09-29,positive
UgyMXCpfdhMQxOA-YZx4AaABAg,Rogue One: A Star Wars Story Trailer (Official),Beatrice Sanfilippo,i hope that leida the daughter of mon mothma will cry for cassian when the andor series will ended with rogue one :'(,2023-03-08,negative
UgwqkuY8R7Ao_m2I4Jp4AaABAg,Ahsoka | Teaser Trailer | Disney+,Bradley S,if we don't get force ghost anakin this time around i'm throwing fist hayden is in the cast we've seen enough flashback now it's time for a reunion and see him beg for forgiveness,2023-04-26,positive
UgwKalQ1AcbAaTsLb894AaABAg,The Book of Boba Fett | Official Trailer | Disney+,computerjantje,i am getting old i wa sure cobb vanth wa played by billy bob thornton but it wa timothy olyphant and that peli motto wa played by tracey ullman but that wa amy sedaris,2022-08-05,positive
UgwiwBdzupUJrMTaDdJ4AaABAg,Rogue One: A Star Wars Story Trailer (Official),Mudflap's Movie Reviews ,this movie is so well made and this trailer still give me major goosebump,2023-04-17,positive
UgzEBOhnJz1PpKtyFvR4AaABAg,Obi-Wan Kenobi | Official Trailer | Disney+,Matressi,love how they really did a bait and switch on u thanks a lot,2022-12-02,positive
Ugwlo167EZN-Rwk442p4AaABAg,Star Wars: The Rise of Skywalker | Final Trailer,Miju,me after hearing that the saga is returning: how many other lie have i been told by the council edit: not saying that it's gonna be bad or anything just saying it for fun and me a someone that doesn't enjoy the sequel i'm glad some of you enjoyed it,2023-04-16,positive
UgwqAa4jwkw8umUBM-14AaABAg,Rogue One: A Star Wars Story Trailer (Official),Uncle,rogue one show how technology went backwards since the sith took over the empire,2023-03-23,neutral
UgyMoXcBcxki8zdNU0l4AaABAg,Andor | Official Trailer | Disney+,HaixenGamer,this show is okay i still prefer obi-wan kenobi book of boba fett and the mandolorion,2022-09-26,positive
Ugz6-fRIzpRjTqOMXcJ4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,Matemática? Não tem problema!,episode carried the weight of more than year of anticipation for a star war movie it ha it flaw however it expanded the universe of star war in an unimaginable way for that reason alone he is a landmark,2023-02-25,negative
Ugz41Lp2WEKAuPaSSBp4AaABAg,Andor | Official Trailer | Disney+,Pepper Jack,this show ha no soul like all of starwars now stop making show for child,2022-11-22,positive
Ugyu3S18JFaa9tXrpet4AaABAg,Star Wars Eclipse – Official Cinematic Reveal Trailer,adam ford,all we need is a open world star war game no open space star war game with planet,2023-04-16,negative
UgxFvhSSWgxEPJXVjtp4AaABAg,Obi-Wan Kenobi | Official Trailer | Disney+,Mike,just from watching the trailer it's a shame that they used moses ingram a a main character she annoying,2023-04-26,negative
UgyVgQoFeZ9aeVGwy2N4AaABAg,Star Wars Eclipse – Official Cinematic Reveal Trailer,Bink,forget all these single player game we need a reboot of the star war mmo need something new and fresh and that can adapt while it age through the year because what we got is pretty embarrassing,2023-04-14,negative
Ugx9pYgz7_sDNtkpDsJ4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,Lothburke,i wa born in so i grewup watching the original it wa hard to reach that level but looking back now the prequels were a lot of fun,2022-06-12,positive
UgwxI3wLwpFCaJmqhSp4AaABAg,Obi-Wan Kenobi | Official Trailer | Disney+,erstla,i just finished watching the series/ season definitely worth watching,2022-11-16,positive
Ugwm0ekyqrL02UU1FIR4AaABAg,Ahsoka | Teaser Trailer | Disney+,Aiden Morales,i havent watched much of rebel but this make me want to watch the whole series,2023-04-23,neutral
UgxXvrNVr2ESffzX5Ft4AaABAg,Andor | Official Trailer | Disney+,Dominic,want more of this just don't have ryan johnson direct anything he doesn't understand the universe,2022-11-19,positive
UgxNjhFxc6kFHxOm9Rd4AaABAg,Ahsoka | Teaser Trailer | Disney+,Jake W,if they make thrown look like a dumbest i'm giving up on starwars he is latterly the most intelligent person in all of starwars,2023-04-23,positive
Ugx-L9r9hQHMj5cqGiR4AaABAg,The Book of Boba Fett | Official Trailer | Disney+,msumungo,an oligarch however unlike any other oligarch before this one listens,2022-04-23,neutral
UgwHSCE23sM5exBL6qN4AaABAg,Star Wars Episode I: The Phantom Menace - Trailer,Edgycated,i just re-watched this movie and it get worse with every viewing but one thing i noticed this time that i didn't before wa just how badly the cgi ha aged they really need to do special edition release for the prequel trilogy,2022-06-08,positive
UgzGtC5JuNWpxfqCuIB4AaABAg,Andor | Official Trailer | Disney+,JAAZ G,i'm not the biggest star war fan but andor wa a brilliant show,2023-04-06,positive
UgyRNwcX5fJ6f8z2f4F4AaABAg,Andor | Official Trailer | Disney+,Prayash Mudi,i would say this is the best star war period not for the kid though,2023-01-25,positive
