Comment,Sentiment
THANKS ALOT ! &lt;3,positive
Sir aap ne contact kis tarha ho sakta hai?,neutral
Bundles of Thanks .. _x000D_<br>Stay Blessed ...Sir kia ab bhe email submit ho sakti hy,positive
Thank you so much for your efforts and dedication.,positive
Great . Very Informative,positive
Thats great editing lecture .thanks,positive
"Thank you for this concise and High Quality Cut &lt;3 really enlightening lecture, learned a lot of concepts. thank you Irfan Malik for initiative and making a free course. thank you teak Xeven.",positive
Thanks sir...,positive
Sir seperate playlist create kr dein AI course k liye kindly,neutral
Irfan sir in videos ko ik playlist ma add kr da. Future me learn k lia easy hoo ga.,positive
Is this old lecture ?,neutral
Thank you sir,positive
kash m lahore sy hota to zror physical sessions attend karta..  ye mera passion ha.. lakin m YT pay regural rahon ga In Sha Allah❤,positive
kash m lahore sy hota to zror physical sessions attend karta..  ye mera passion ha.. lakin m YT pay regural rahon ga In Sha Allah❤,positive
Sir I have recently completed my SEO course and practice to it. Can I join this course?,neutral
Very Fantastic Lectures laste week..<br>Each And very thing is clear..<br>Bundles of Thanks .. <br>Stay Blessed ...,positive
very informative,positive
Sir my ny AP k course form ko fill nhi kiya huwa ma asy e YouTube pr lecture attend kr raha hu.<br> Kindly btaye ga Sir k ma assignment kaisy kru ga kya ma ab form fill kr skta hu.<br> Kindly reply Sir,neutral
Thank you so much Sir 💖,positive
masha Allah sir thans .,positive
انشاءاللہ ہم بھی بھرپور کوشش کریں گے سیکھنے کو,positive
aap jesa aur your hero friend jesa amazing ....they look innocent,positive
Malik sir I love uuuuuuuu❤ so much,positive
Thank you❤🌹🙏,positive
Great,positive
I love you,positive
Thank you sir,positive
Registration kaisy ho gi,neutral
اَلسَلامُ عَلَيْكُم وَرَحْمَةُ اَللهِ وَبَرَكاتُهُ‎<br>سر اللہ آپکو بہترین سے بہترین عطا کریں ۔اتنی محنت اتنا سر درد ہمارے لیے کر رہے ہیں ۔میرے پاس الفاظ نہیں کہ کیسے آپکا شکریہ ادا کروں ۔استاد ہیں آپ ۔بہترین استاد۔<br>Mrs Bilal .<br>میں ایک House wife ہوں ۔masters کیا ہوا ۔کوٸ ایک لفظ نہیں آتا تھا کمپوٹر کا خاص کر language کا۔لیکن اب بہت کچھ سیکھ گٸ ہوں۔آپکی اور اپکی ٹیم کے لیے بہت ساری دعاٸیں۔<br>میرا دو سال کا بیٹا میرے ساتھ بیٹھتا ہے  جب میں آپکے لیکچرز سنتی ہوں اور کتنے words اور ٹرمز اسکو بھی سمجھ آنے لگی ہیں ۔<br>اللہ آپکا حامی و ناصر ہوآمین ،<br>mera nam zror lijy ga kisi lecture mjb ap mera comnet prhen.,positive
Thankful to  you Sir and to your team<br>You are the  real  GEM....   Of Pakistan,positive
"salaam sir...<br>Is the complete course available on your YouTube channel...<br>because you said this course is about 4 months, but only 27 videos are available on your channel...",neutral
Thank you so much Sir love you 🥰🥰,positive
Assalam u alaikum sir. Mera whatapp group join nehi ho rha. Ap plz guide kr dy,negative
I am a medical student. Can I get any benefit from this course?,neutral
👍👍👍👍👍👍👍,positive
"JAZZAK ALLAH sir today&#39;s session was tooooo good we learned alot ALHAMDULILLAH Always stay blessed sir Irfan, Sir Sheraz and their team do a great work always stay blessed all of you",positive
V nyc,positive
انٹرسٹنگ ہے. آئی ایم ٹرائنگ ٹو لرن,positive
great sir Masha Allah,positive
"Sir I&#39;m starting today, so is there anyway I can also receive hands on exercises",positive
Good work,positive
"A great opportunity for IT students, developers  &amp; specialy AI Developers",positive
Thanks alot sir ❤,positive
Is Sir Irfan Sahib&#39;s live session on YouTube or any other app? And where are the notifications when there is a live session? Please guide me. Thank you so much,positive
Lectures are great <br>Plz send me necessary data,positive
Very well,positive
Sir registeration close hjo chuki hA kya???&#39;,negative
"Sir, I am attending all lectures ❤",positive
Yes sir,positive
Sir i want to learn AI deeply.I also logged in to digiskills.when digiskill courses will start.,positive
Muihy sir irfan jo samjha ry wo zada smjh a raha q k sir sheraz wording thori mushkil use kr ry,negative
How i register because it is too late can i have still apportunity to register,negative
Sir i join the lecture later please tell me is there any registration for this course or just through lectures i can learn,neutral
How can you say that &quot; Machine Soch saktii hai&quot; ? Explain plz,neutral
Ma Sha Allah So Nice Brother.,positive
"Aoa sir ,wonderful information and teaching style so amazing.sir how can I enroll your online class plz guide me because ,I&#39;m first time watch your video.",positive
"Assalamualaikum.. where should i register to get handsOn, quiz , assignment etc",neutral
Thank you Sir...................Awesome work.......,positive
God bless you. <br>I am watching your channel in the USA,positive
Great job sir very interesting lecture,positive
"Sir I know nothing about,,AI,,so can I learn,,Ai,, please response.",neutral
sir how i can join live,neutral
How i can join live<br>sir irfan,neutral
How can we get these slides please provide,neutral
"Aslam O Alaikum sir, I am 41 years old, and a government teacher, I was really looking for a learning opportunity, my Youtube watch later/ playlist is full of skills to learn enlisted like; Canva, video editing, Youtube channel creating so on and so forth BUT yesterday one of my friends made me introduced this course Python which really appealed me to learn only this course. This course has really finished my thrust quench, I have deleted all playlists for learning videos mentioned above. Now onwards I will definitely learn only Python and AI-related stuff. Thanks sir Irfan Malik",positive
Brilliant Sir ♥♥♥♥,positive
Is laptop necessary for this course or can we do it on android too?,neutral
Encourage me sir I secured zero marks in the quiz. Motivate me,negative
😍😍👍♥️,positive
I don&#39;t even know about the some words meaning but now I understand what is AI hope next time I understand lot more thanks I am from Karachi,positive
Just want to say MashAllah sir.... your way of teaching is outstanding MashAllah ❤,positive
Online waly Kahan rejistration krwayen kindly iska answer krden,neutral
registration kaha se hogi?,neutral
جزاک اللہ خیر,positive
I have never seen such video on YouTube.. sir Irfan I really appreciate u sir . K AAP ne humy ye faraham kyaa. From past few months I was very depressed that how can I start Ai and now I know how to start thank you sir ❤,positive
Iam new here,neutral
This is a very good and informative series! Thanks sir for your good work.,positive
sir it would be fruitful if you teach <br>these algorithms with 3d animated vedios.<br>salute to both of you..,positive
"Aoa, I found the course really really good!! My bad luck that I was unaware of the course reg process. I got the updates as the course starts..... Its my request to Sir Irfan to plz consider us.  We don&#39;t register oueself but also want to participate actively in assignments and presentations if possible😊",positive
Sir can I register now?,neutral
Maza Aya 😂,positive
Jo log ab dejh rhy kiya wo hope form submit nhi kr skty <br><br>Mujy assignments b krni hai😢 but enrol ho gai but hope form off ho gua I think <br><br>Kindly Tell us,negative
sir please keep going . there are peolpe who have really ager to learn,positive
I&#39;m very much impressed<br>insha&#39;Allah I&#39;ll do complete course.,positive
very good knowledage for us sir if you dont mind AI say online dollars kasey  kama saktey hain please inform us thanks,positive
"Assalam alaikum sir,<br>I am done graduation in Finance, what should be learn in AI to me sir, please give me advise sir.<br>Thank you sir.",neutral
nice session,positive
Thanks a lot Irfan sb and Dr Sb. May Allah almighty bless you both with all favors.,positive
Thank God i found something valuable thing to learn,positive
Sir you doing great job ❤,positive
Lot&#39;s of love from India Irfan Bhai.,positive
"Sir, please enable free download facility for all of your lectures and videos. I do not have internet access every time.",neutral
Congratulations for very good job,positive
Is course ki short or irrelevant chezen nikal k khas chezen edit kar k video bane,negative
"its a very informative and beneficial session, thank you so much for doing this, Allah pak Jaza Daaay apko, ameen, suma Ameen",positive
"Sir,From where i can take class physically?mean your address",neutral
🥰🥰,positive
should we used google bard,neutral
Sir bahut deir pata Chala otherwise I would have joined abhi Kuch hosktha hai,negative
Sir how can I join practical experience k liye,neutral
What is chat gpt and how to use of it and why it&#39;s used,neutral
Online kesy ye course join krsakty hy?,neutral
Assalamualikum sir! sir hm online wale quiz aor assignments kahan se attend krain ge?,neutral
Sir please share me your office location/address.  I would like to visit and need guidance more about freelancing and AI.  also share your what&#39;s app number.,neutral
"Sir, What is API? main purpose of this in API",neutral
"Great initiative plz make a complete course including datascience,algorithm implementations with sound explanations",positive
Assalm o alikum<br><br>Thanks Sir Irfan,positive
Sir ji online wale students k liye group bna dyn what&#39;s up plz,neutral
Sir can I get a chance of free AI course?,neutral
"<a href=""https://www.youtube.com/watch?v=0Hevegwa-V0&amp;t=2h04m14s"">2:04:14</a> 😂fully enjoyable<br>Amazing",positive
"Amazing 😍<br>Way of teaching is outstanding, wow<br>May Allah Bless them",positive
Allah Bless you both for initiating such a nice program for free,positive
"Is there any option to get certification of this AI program, after 4 months of program completion by candidates ?",neutral
Thank You,positive
"Important Timestamps:_x000D_<br><b>[Sir Irfan]</b>_x000D_<br><a href=""https://www.youtube.com/watch?v=0Hevegwa-V0&amp;t=6m50s"">6:50</a> &quot;AI kya hai?&quot; in Layman Language_x000D_<br> _x000D_<br><a href=""https://www.youtube.com/watch?v=0Hevegwa-V0&amp;t=11m35s"">11:35</a> Intro and Agenda of this 4 months Exclusive course _x000D_<br>_x000D_<br><a href=""https://www.youtube.com/watch?v=0Hevegwa-V0&amp;t=19m00s"">19:00</a> QnA-1 (short)_x000D_<br>_x000D_<br><a href=""https://www.youtube.com/watch?v=0Hevegwa-V0&amp;t=21m30s"">21:30</a>-<a href=""https://www.youtube.com/watch?v=0Hevegwa-V0&amp;t=28m00s"">28:00</a> A short break (and fixing issues)_x000D_<br>_x000D_<br><a href=""https://www.youtube.com/watch?v=0Hevegwa-V0&amp;t=29m18s"">29:18</a> Basics of AI in very simple language (Model, Data, API, Training &amp; Testing Data)_x000D_<br>_x000D_<br><b>[Sir Dr. Sheraz]</b>_x000D_<br><a href=""https://www.youtube.com/watch?v=0Hevegwa-V0&amp;t=38m00s"">38:00</a> Understanding Artificial Intelligence_x000D_<br>_x000D_<br><a href=""https://www.youtube.com/watch?v=0Hevegwa-V0&amp;t=44m29s"">44:29</a> ANI (Narrow) &amp; AGI (General)_x000D_<br>_x000D_<br><a href=""https://www.youtube.com/watch?v=0Hevegwa-V0&amp;t=46m52s"">46:52</a> Understanding Machine Learning_x000D_<br>_x000D_<br><a href=""https://www.youtube.com/watch?v=0Hevegwa-V0&amp;t=48m50s"">48:50</a> Diff. b/w Machine Learning and Classical AI_x000D_<br>_x000D_<br><a href=""https://www.youtube.com/watch?v=0Hevegwa-V0&amp;t=52m30s"">52:30</a> Understanding Algorithm [by both teachers]_x000D_<br>_x000D_<br><a href=""https://www.youtube.com/watch?v=0Hevegwa-V0&amp;t=56m15s"">56:15</a> QnA-2 _x000D_<br>_x000D_<br><a href=""https://www.youtube.com/watch?v=0Hevegwa-V0&amp;t=1h12m39s"">1:12:39</a> Types of Machine Learning: 1. Supervised Learning_x000D_<br>_x000D_<br><a href=""https://www.youtube.com/watch?v=0Hevegwa-V0&amp;t=1h15m55s"">1:15:55</a> Applications of Supervised Learning_x000D_<br>_x000D_<br><a href=""https://www.youtube.com/watch?v=0Hevegwa-V0&amp;t=1h20m45s"">1:20:45</a> Training &amp; Limitations of a Supervised Learner_x000D_<br>_x000D_<br><a href=""https://www.youtube.com/watch?v=0Hevegwa-V0&amp;t=1h22m00s"">1:22:00</a> Types of Supervised Learning_x000D_<br>_x000D_<br><a href=""https://www.youtube.com/watch?v=0Hevegwa-V0&amp;t=1h23m42s"">1:23:42</a> Some talk_x000D_<br>_x000D_<br><a href=""https://www.youtube.com/watch?v=0Hevegwa-V0&amp;t=1h25m40s"">1:25:40</a> QnA-3 (Questions of Live students also)_x000D_<br>_x000D_<br><a href=""https://www.youtube.com/watch?v=0Hevegwa-V0&amp;t=1h33m43s"">1:33:43</a> Structured and Unstructured Data_x000D_<br>_x000D_<br><a href=""https://www.youtube.com/watch?v=0Hevegwa-V0&amp;t=1h35m55s"">1:35:55</a> Hallucination of Large Language Models like ChatGPT and other tools_x000D_<br>_x000D_<br><a href=""https://www.youtube.com/watch?v=0Hevegwa-V0&amp;t=1h37m45s"">1:37:45</a> QnA-3 continued..._x000D_<br>_x000D_<br><a href=""https://www.youtube.com/watch?v=0Hevegwa-V0&amp;t=2h00m00s"">2:00:00</a> Good Bye (with some motivation)_x000D_<br>_x000D_<br>_x000D_<br>May Allah SWT give beneficial results of this amazing course to the entire Ummah and make it a Sadaqa-e-Jaariya for our beloved mentors. Aameen! _x000D_<br>Stay blessed, keep learning, keep growing, and most importantly <b>DON&#39;T FORGET TO SHARE THIS COURSE WITH YOUR FAMILY AND FRIENDS (be a part of this Sadaqa-e-Jaariya) in-sha&#39;Allah.</b>_x000D_<br><b>ALLAH HAFIZ ❤</b>",positive
Sir awaz nahie a rahee,negative
"assalam o alikum very impressive lecture specially sir irfan malik ,jazak Allah sir Allah app ka saya tad&#39;eer hamaray siron per qaim o daim rakhy .ameen .. q k ....1000 sal nargis apni byenoori per roti rahi .... bari mushkil se hota hai chaman men deda e war paida",positive
Can we use Artificial Intelligence for labeling the labeled Data in Supervised Learning?,neutral
MashaAllah bht acha h,positive
I love Youuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu Sirrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr,positive
I love You Sir,positive
Asslamualaikum<br>Sir how can I register myself for online course so that I can attempt assignments,neutral
and also didn&#39;t understood  Algorithm .Probably because of being a nontechnical person,negative
"Sir irfan thanks for this free ai course , we love you so much",positive
No understood the difference in AI and ML,negative
Excellent my sons wil liten to lectures after their exams going on now a days,positive
Thanks 👍 Sir G,positive
Is chat gpt. An API,neutral
JazakAllah kher sir . MaShaAllah bht accha secession rha.,positive
Mn ny zindgi mn oehla esa teacher dekha jo common zuban mn itni depth information dy rha hy dil sy duain<br>Ghurbat ny mar k rakh dia hy esa mentor nai mila<br>Allah ajreazeem dy,positive
Jazak Allah.❤,positive
can i submit my form for online classes?,neutral
"Welcome to the AI Learning Course! On Day 1, we will focus on orientation and provide an overview of the course. This orientation session is designed to familiarize you with the course structure, objectives, and resources available to you. Let&#39;s get started!_x000D_<br>_x000D_<br>Course Objectives:_x000D_<br>1. Understand the fundamentals of artificial intelligence (AI) and its various applications._x000D_<br>2. Gain knowledge about different AI techniques, such as machine learning, natural language processing, and computer vision._x000D_<br>3. Explore the ethical considerations and challenges associated with AI._x000D_<br>4. Learn about the real-world applications of AI across various industries._x000D_<br>5. Develop a basic understanding of how AI systems are built and trained._x000D_<br>_x000D_<br>Course Structure:_x000D_<br>The AI Learning Course is divided into modules, each covering a specific aspect of AI. Here&#39;s an overview of the course structure:_x000D_<br>_x000D_<br>Module 1: Introduction to AI_x000D_<br>- Definition and history of AI_x000D_<br>- Types of AI systems_x000D_<br>- AI in popular culture_x000D_<br>_x000D_<br>Module 2: Machine Learning_x000D_<br>- Basics of machine learning_x000D_<br>- Supervised, unsupervised, and reinforcement learning_x000D_<br>- Training and evaluation of machine learning models_x000D_<br>_x000D_<br>Module 3: Natural Language Processing (NLP)_x000D_<br>- Understanding and processing human language_x000D_<br>- Techniques for sentiment analysis, named entity recognition, and text generation_x000D_<br>- Introduction to language models_x000D_<br>_x000D_<br>Module 4: Computer Vision_x000D_<br>- Introduction to computer vision and image processing_x000D_<br>- Image classification, object detection, and image segmentation_x000D_<br>- Applications of computer vision in various domains_x000D_<br>_x000D_<br>Module 5: Ethical Considerations in AI_x000D_<br>- Bias and fairness in AI systems_x000D_<br>- Privacy and data protection_x000D_<br>- Transparency and accountability in AI development_x000D_<br>_x000D_<br>Module 6: AI Applications_x000D_<br>- AI in healthcare, finance, transportation, and other industries_x000D_<br>- Case studies of successful AI implementations_x000D_<br>_x000D_<br>Module 7: Building AI Systems_x000D_<br>- Data collection and preprocessing_x000D_<br>- Selecting and training machine learning models_x000D_<br>- Deployment and monitoring of AI systems_x000D_<br>_x000D_<br>Course Resources:_x000D_<br>Throughout the course, you will have access to various resources to enhance your learning experience. These may include lecture notes, recommended readings, practical exercises, and quizzes. Additionally, there will be opportunities for discussion and interaction with fellow learners._x000D_<br>_x000D_<br>We encourage you to actively participate in the course, ask questions, and engage in discussions. Feel free to make use of the available resources and support channels to get the most out of this learning experience._x000D_<br>_x000D_<br>That concludes the orientation for Day 1 of the AI Learning Course. In the next session, we will dive into Module 1: Introduction to AI. Get ready to explore the exciting world of artificial intelligence!",positive
Aoa sir InShaAllah regular class lon gi sir mujh zoom group main shamil ker de,positive
Sir jinho nay online apply nhe kia or ye lecture dekh rhe hain abb wo course mein enroll kese hon gye assignment kese hasil kren gye?,negative
Thank you sir bhut acha smjhaya ek ek point ko Allah ap ko Ap ki team ko or ap students(including me😅) ko kamyabi ata kry  Ameen...,positive
Assignment kese aur kahan milega koi batayega please?,neutral
sir kindly whre should we start earning after learning a i,neutral
"😂sir irfan emphasis every time for repeating questions to sir Sheraz while he answering straight away, happening frequently.<br>Love you both",positive
I am from india ? How can I register ?,neutral
Sir ye jo presentaion hai iska file b dscription mey deya karey plz,neutral
Can we still register sir,neutral
MAY ALLAH BLESS YOU FOR THIS WONDERFUL STEP.,positive
Assalamualaikum <br>Sir .. ur teaching style is too good &amp; impressive. In sha Allah we will learn &amp; spread all information with others.<br>Allah bless you both. Aameen<br>Sir mein physical session lyna chahti hn... Is it possible for me?,positive
Sir kindly send today session link in WhatsApp group,neutral
Sir thank you so much .very informative very well explained..,positive
kindly create a playlist for this..,neutral
"Where to register, plz share link",neutral
Register kahan krna hy sir,neutral
Assalamo alaikum! You are both respected and honorable teachers.<br>My question is<br>&#39;would you help them after completing this course who are not enrolled in proper way?&#39;<br>Thank you,positive
More power to you ❤,positive
Can someone please share me the link for enrollment?,neutral
What an amazing method of teaching sir. Love you ❤,positive
G sb OK hai bro,positive
sir kesy registerd ho skty hn AI  classes main,neutral
Thanks for recording your lecture and lead Pakistan to future 🔮,positive
Sir je ic course me Ai se Artical  likhna sekhayn gy?,neutral
Jazzak Allah sir love youh ❤🇮🇳🇮🇳🇮🇳🇮🇳,positive
How to live Questions🙋 Sir,neutral
How i register myself ?,neutral
classification deals with images and regression with numbers? is it ok?,neutral
can we say that labelled data is structured data non structured data is non labelled data?,neutral
"Sir I wanna register, <br>Please guide me.",neutral
How I can get the presentation?,neutral
"JAZZAK ALLAH sir today&#39;s session was tooooo good we learned alot ALHAMDULILLAH Always stay blessed sir Irfan, Sir Sheraz and their team do a great work always stay blessed all of you",positive
mashaAllah you people are amazing with teaching AI,positive
Congrats on 50k sir,positive
your Voise lost,negative
Alright !!!! lets go day one !!!!,positive
How to register,neutral
sir i am learning JavaScript .should I start learning python instead of js or should I continue it<br>sir please reply anxiously waiting for your reply sir.,neutral
"<a href=""https://www.youtube.com/watch?v=0Hevegwa-V0&amp;t=1h00m22s"">1:00:22</a> Are rules and algorithms same(When we abt classical and ML AI)",neutral
Live video me quality available ni  he .slides blur hen. Plz pdf me slides den so that topic may b very clear.jin logo ka computer background ni he un k liye easy ho jaey ga,negative
GREAT sir🥰,positive
سر معذرت کے ساتھ professionalizam کی بہت زیادہ کمی ہے پورے session کو بچکانہ انداز میں handleکیا گیا ہے تیاری آپ کے level نہیں تھی۔,negative
Sir Jo online ni video dakny valy h unko bhi agr ap assignment da den Jo bad main ap den ga to bht acha ho gea ga,positive
Thanks,positive
Assalamuailukum how can we enroll in this 4 months training session? Any link please share?,neutral
So wonderful,positive
No sound sir,negative
"Question :01 <br>I am currently in the transition phase of the Data Science field, where I am learning multiple tools such as Python, Excel, PowerBI, Statistics, SQL, Blockchain, IoT, ML, and AI. After almost 1.5 years, I have realized that while I have a general awareness of these tools, I haven&#39;t mastered any one of them. I have also not received any orders from platforms like Fiverr and Upwork. Now, I am eagerly waiting to join your AI course to deepen my knowledge. My question is, which skill should I prioritize to generate income for my livelihood, and in my free time, which other tools should I focus on to further develop myself",neutral
"I am currently in the transition phase of the Data Science field, where I am learning multiple tools such as Python, Excel, PowerBI, Statistics, SQL, Blockchain, IoT, ML, and AI. After almost 1.5 years, I have realized that while I have a general awareness of these tools, I haven&#39;t mastered any one of them. I have also not received any orders from platforms like Fiverr and Upwork. Now, I am eagerly waiting to join your AI course to deepen my knowledge. My question is, which skill should I prioritize to generate income for my livelihood, and in my free time, which other tools should I focus on to further develop myself",neutral
Glade to see you,positive
thank you sir,positive
"We want to assist you , I and my daughter feels we are 11. Now we realized that when someone has no skills he sell nothing or his Deen. <br>My ideas about getting help with AI ( what we are learning from these classes now) we would be able to stand up quickly and can multiply so many ppls around us . <br>After getting your philosophy we have dozens of ideas with successful implementation. Inshallah.<br>Don&#39;t know how to contact with you.",positive
A.a sir types of machine learning plz sir irfan explain kijiyega in your easiest way jazakAllah i had faced problem,negative
"Learning Ai with friendly environment, really thats great❤",positive
Great sir,positive
Really appreciate your efforts. We owe you ❤,positive
Thanks sir very informative...,positive
Sir kia hum AI ko fb ads marketing my use kr sakty hy?,neutral
thank you sir.,positive
"Your live session is very very  helpful  for us, God bless you with the greatest blessings 😢😢❤❤❤",positive
Now I have papers for 2year after the papers I have a mindset to give complete attention to your course it&#39;s the greatest ❤ blessing for me,positive
Sir kiya gpt-4 kay pass bhi 2021 tak data hai like gpt 3 ya aus kay pass up to date data hai,neutral
very productive  video,positive
"This free AI Learning Course is an exceptional opportunity for anyone interested in delving into the world of artificial intelligence. The Day 1 Orientation live session was an outstanding introduction, providing a solid foundation for the upcoming lessons. The instructor&#39;s expertise and clarity in explaining complex concepts were truly impressive. The course structure seems well-designed, promising a comprehensive learning experience. I&#39;m eager to continue this journey and explore the vast possibilities of AI. Kudos to the organizers for offering such valuable educational content for free. Highly recommended to all aspiring AI enthusiasts!",positive
"Wow, what an incredible start to this free AI learning course! The Day 1 Orientation live session was absolutely mind-blowing. I am truly impressed by the depth of knowledge and expertise showcased by the instructors._x000D_<br>_x000D_<br>The session was engaging, well-structured, and packed with valuable insights. I appreciate how the instructors seamlessly blended theory with practical examples, making complex concepts easily understandable. It&#39;s evident that they have a genuine passion for teaching and a knack for breaking down complex topics into digestible chunks._x000D_<br>_x000D_<br>Moreover, the interactive nature of the session was fantastic. The instructors encouraged active participation and created a collaborative learning environment. The Q&amp;A sessions were invaluable, allowing us to delve deeper into specific areas and clarify any doubts we had. It&#39;s great to be part of a community where we can learn from both the instructors and fellow participants._x000D_<br>_x000D_<br>I also want to commend the organizers for providing this course free of charge. It&#39;s a remarkable initiative that opens up opportunities for people from diverse backgrounds to access high-quality AI education. This is a true testament to their commitment to democratizing knowledge and fostering a culture of lifelong learning._x000D_<br>_x000D_<br>Overall, I am incredibly grateful for this course and eagerly look forward to the upcoming sessions. Thank you to the entire team for their hard work, dedication, and for making this learning experience both enriching and enjoyable. I highly recommend this course to anyone interested in AI. It&#39;s a golden opportunity to expand your horizons and embark on a journey of AI discovery.",positive
Sir will your course help me in making AI TOOLS,neutral
کیا باقی کے سیشن بھی اسی طرح یوٹیوب پر لائیو آیا کریں گے؟,neutral
"Sir jazakallah  lacture pasand aya lekin  doctor ke terminology wo alfaz ziyada samaj mai nahi arahi te to iss waja se concept clear nahi horahai te, ap dobara se humein samjaya kare  Asan alfazo mai  jab doctor khatam karein samjana",negative
Sir how I can register on xeven ai for assignments,neutral
sir interview kay leya call aya nahe,negative
Well done Sir Irfan,positive
Great work sir❤,positive
Sir hr lecture ki presentation bhe provide kr diya kare pdf mai,neutral
yes sir social media py ab bary pages py bhi sahi info nhn hoti jesy ky startup pakistan ny aik jhooti khabar lagai thi and usky bad petrol pumps py linen lg gai then,negative
Very Impressive teaching style. Sir Shehraz and SIr Irfan Malik bond is very strong. Sir irfan tells in very basic and layman language and sir shehraz tell us in a professional way. Allah Bless you both. Ameen,positive
questions:1)systematic youtube videos konsi for prompt engineering?2)apny aik lecture mn kaha that ky emerging tech abhi google py sab sahi nhn prha rhy so google ky konsy blogs sy prhen.confuse in finding authentic data sources for understanding and writing content.plz guide how to find,negative
How can I register myself for the course.  I will take it as online course.,neutral
Very very informative class especially for non technical students,positive
"Sir, My education is simple BA and don&#39;t read basic of computer science. Can I still learn AI. Please guide. Thank you!",neutral
Now I can hear you.,positive
We can&#39;t listen the lecture,negative
Voice disappears,negative
JAZZAK ALLAH,neutral
Sound and video all good,positive
"JAZZAK ALLAH sir today&#39;s session was tooooo good we learned alot ALHAMDULILLAH  Always stay blessed sir Irfan, Sir Sheraz and their team do a great work always stay blessed all of u❤️❤️",positive
Great work sir ❤,positive
May God bless you.its a great opportunity for everyone,positive
❤❤,positive
khulasaye video naqal ke leye aqal ke zarorat hoti he 😄,positive
structured data is well organized data.<br>unstructured data is not well organize data.,neutral
Labeled data is output.,neutral
"i am non technical person. how i can do coding and programming? M,Rizwan",neutral
nice,positive
sir irfan&#39;s examples hahahahahaha,neutral
I am a Student of 9th Class,neutral
Good sir ❤<br>I&#39;m sure for work on AI with this playlist by irfan Malik is soo understandable and interesting.,positive
